"pcode","regno","regdate"
"65791","51879","12/07/2011 12:00:00 AM"
"65834","52139","9/05/2011 12:00:00 AM"
"65891","53397","3/08/2011 12:00:00 AM"
"67491","56179","4/07/2012 12:00:00 AM"
"67623","139365","19/07/2023 12:00:00 AM"
"68024","57305","9/10/2012 12:00:00 AM"
"68041","57343","31/10/2012 12:00:00 AM"
"68210","57768","25/02/2013 12:00:00 AM"
"68227","57789","6/01/2014 12:00:00 AM"
"68559","58573","25/03/2013 12:00:00 AM"
"68613","103527","1/04/2016 12:00:00 AM"
"68613","103947","27/01/2016 12:00:00 AM"
"68613","104210","31/05/2016 12:00:00 AM"
"68613","58684","12/06/2013 12:00:00 AM"
"68613","60476","13/05/2014 12:00:00 AM"
"68613","61010","23/04/2014 12:00:00 AM"
"68613","62786","29/06/2015 12:00:00 AM"
"37407","0607","24/07/2007 12:00:00 AM"
"37407","1000","27/10/2000 12:00:00 AM"
"38761","1299","15/12/1999 12:00:00 AM"
"40633","0501","10/05/2001 12:00:00 AM"
"41151","1100","21/11/2000 12:00:00 AM"
"67411","55987","31/08/2012 12:00:00 AM"
"67454","56065","16/05/2012 12:00:00 AM"
"67511","56235","28/05/2012 12:00:00 AM"
"68565","58598","8/04/2013 12:00:00 AM"
"68565","61896","20/02/2014 12:00:00 AM"
"38692","0200","28/03/2000 12:00:00 AM"
"38692","0402","17/04/2002 12:00:00 AM"
"38692","53703","24/11/2011 12:00:00 AM"
"40189","0506","13/12/2006 12:00:00 AM"
"40189","61119","14/03/2014 12:00:00 AM"
"40521","0599","1/06/1999 12:00:00 AM"
"40521","0907","27/05/2008 12:00:00 AM"
"40521","1097","24/10/1997 12:00:00 AM"
"40521","1199","8/12/1999 12:00:00 AM"
"40521","51373","10/11/2010 12:00:00 AM"
"32687","01","27/02/1997 12:00:00 AM"
"67417","55995","17/09/2012 12:00:00 AM"
"67434","56035","20/07/2012 12:00:00 AM"
"67483","56162","24/12/2012 12:00:00 AM"
"67500","56203","3/07/2012 12:00:00 AM"
"67517","61042","20/02/2014 12:00:00 AM"
"36199","01","15/12/1995 12:00:00 AM"
"36199","0902","10/10/2002 12:00:00 AM"
"69189","60197","13/08/2013 12:00:00 AM"
"69206","60245","13/12/2013 12:00:00 AM"
"69555","RV2023","6/10/2023 12:00:00 AM"
"37201","0501","4/06/2001 12:00:00 AM"
"37201","3216","18/12/1995 12:00:00 AM"
"52443","140016","24/08/2023 12:00:00 AM"
"32111","0300","9/06/2000 12:00:00 AM"
"32111","0509","18/08/2010 12:00:00 AM"
"32661","0307","8/05/2007 12:00:00 AM"
"67457","56073","16/07/2012 12:00:00 AM"
"67457","59006","29/04/2013 12:00:00 AM"
"67961","57186","25/02/2013 12:00:00 AM"
"68244","57829","15/01/2013 12:00:00 AM"
"68293","57961","12/02/2013 12:00:00 AM"
"35970","01","4/10/1996 12:00:00 AM"
"35970","103528","11/12/2015 12:00:00 AM"
"35970","49579","24/11/2010 12:00:00 AM"
"35970","57729","16/10/2012 12:00:00 AM"
"36070","01","10/07/1997 12:00:00 AM"
"36070","1109","14/12/2009 12:00:00 AM"
"57865","138415","5/07/2023 12:00:00 AM"
"68894","59324","7/06/2013 12:00:00 AM"
"68888","141148","12/12/2023 12:00:00 AM"
"68937","129997","28/05/2021 12:00:00 AM"
"69790","122332","1/04/2020 12:00:00 AM"
"39508","127223","3/11/2020 12:00:00 AM"
"58326","0614","10/07/2014 6:06:06 PM"
"54101","139929","20/10/2023 12:00:00 AM"
"67703","129782","26/04/2021 12:00:00 AM"
"35692","142262","21/12/2023 12:00:00 AM"
"35824","141178","8/12/2023 12:00:00 AM"
"68748","130343","16/06/2021 12:00:00 AM"
"52538","0503","22/05/2003 12:00:00 AM"
"52538","0901","27/11/2002 12:00:00 AM"
"52538","1104","11/05/2005 12:00:00 AM"
"52704","0300","4/04/2000 12:00:00 AM"
"52704","0908","25/03/2009 12:00:00 AM"
"52704","61366","14/04/2014 12:00:00 AM"
"55455","124038","6/10/2020 12:00:00 AM"
"55555","142184","1/03/2024 12:00:00 AM"
"67428","141071","23/10/2023 12:00:00 AM"
"68032","142886","19/02/2024 12:00:00 AM"
"68625","127089","26/10/2020 12:00:00 AM"
"56734","141734","6/02/2024 12:00:00 AM"
"68925","130280","24/06/2021 12:00:00 AM"
"69266","130154","12/05/2021 12:00:00 AM"
"58297","0204","20/07/2005 12:00:00 AM"
"58397","0409","21/07/2009 12:00:00 AM"
"58397","0805","10/11/2005 12:00:00 AM"
"58397","0906","6/11/2006 12:00:00 AM"
"58397","57322","22/08/2012 12:00:00 AM"
"59545","139218","14/12/2023 12:00:00 AM"
"59628","130466","28/06/2021 12:00:00 AM"
"69956","142585","18/01/2024 12:00:00 AM"
"38572","141677","25/10/2023 12:00:00 AM"
"52174","1200","11/12/2000 12:00:00 AM"
"52223","0110","2/06/2010 12:00:00 AM"
"52223","0703","24/07/2003 12:00:00 AM"
"52223","1299","22/12/1999 12:00:00 AM"
"52223","62437","8/07/2014 12:00:00 AM"
"52223","127084","28/10/2020 12:00:00 AM"
"52257","0999","7/10/1999 12:00:00 AM"
"52340","1199","16/11/1999 12:00:00 AM"
"64640","48831","23/12/2010 12:00:00 AM"
"64640","53041","9/04/2014 12:00:00 AM"
"64944","49666","22/03/2011 12:00:00 AM"
"64961","49717","11/02/2011 12:00:00 AM"
"65044","49953","7/09/2010 12:00:00 AM"
"65044","51880","28/03/2012 12:00:00 AM"
"65227","50458","7/07/2011 12:00:00 AM"
"60664","0306","4/05/2006 12:00:00 AM"
"60664","0408","28/05/2008 12:00:00 AM"
"60730","0606","19/10/2006 12:00:00 AM"
"60813","1006","5/04/2007 12:00:00 AM"
"60830","0407","3/08/2007 12:00:00 AM"
"60830","0410","11/08/2010 12:00:00 AM"
"60830","0509","11/08/2010 12:00:00 AM"
"60830","105077","27/04/2016 12:00:00 AM"
"60830","53997","22/12/2011 12:00:00 AM"
"60830","59579","18/11/2013 12:00:00 AM"
"80624","129740","22/02/2021 12:00:00 AM"
"35961","0503","21/05/2003 12:00:00 AM"
"35961","0510","18/08/2010 12:00:00 AM"
"35961","0700","31/07/2000 12:00:00 AM"
"35961","1299","30/12/1999 12:00:00 AM"
"36325","01","30/08/1996 12:00:00 AM"
"36325","0709","3/09/2009 12:00:00 AM"
"56574","0303","8/04/2003 12:00:00 AM"
"56774","0804","11/10/2004 12:00:00 AM"
"56806","0403","7/05/2003 12:00:00 AM"
"68731","126380","12/10/2020 12:00:00 AM"
"68917","129959","18/06/2021 12:00:00 AM"
"69017","129476","6/04/2021 12:00:00 AM"
"69074","129328","28/05/2021 12:00:00 AM"
"69449","142347","19/12/2023 12:00:00 AM"
"69810","135403","31/05/2023 12:00:00 AM"
"46103","01","21/10/1996 12:00:00 AM"
"46103","0100","17/02/2000 12:00:00 AM"
"46103","56364","21/08/2012 12:00:00 AM"
"46478","0601","15/06/2001 12:00:00 AM"
"60968","140062","12/02/2024 12:00:00 AM"
"81792","126569","1/10/2020 12:00:00 AM"
"64609","48764","7/04/2011 12:00:00 AM"
"64826","107646","21/12/2016 12:00:00 AM"
"64826","49383","29/09/2011 12:00:00 AM"
"64858","49446","25/08/2010 12:00:00 AM"
"64858","59041","29/04/2013 12:00:00 AM"
"64858","60943","8/11/2013 12:00:00 AM"
"58340","129023","25/05/2021 12:00:00 AM"
"58406","0204","31/03/2004 12:00:00 AM"
"58406","53971","20/10/2011 12:00:00 AM"
"46793","1099","30/11/1999 12:00:00 AM"
"46793","1199","30/11/1999 12:00:00 AM"
"46793","58842","7/06/2013 12:00:00 AM"
"46810","57402","14/11/2012 12:00:00 AM"
"46810","0408","7/05/2008 12:00:00 AM"
"46810","0710","12/08/2010 12:00:00 AM"
"59797","130044","10/06/2021 12:00:00 AM"
"59897","127232","7/09/2020 12:00:00 AM"
"60112","0708","19/05/2009 12:00:00 AM"
"60733","0307","14/05/2007 12:00:00 AM"
"60733","56715","30/05/2012 12:00:00 AM"
"60733","59739","12/08/2013 12:00:00 AM"
"60882","0710","16/09/2010 12:00:00 AM"
"80627","127178","3/11/2020 12:00:00 AM"
"56110","128225","23/10/2020 12:00:00 AM"
"56628","142338","18/12/2023 12:00:00 AM"
"56763","129694","7/04/2021 12:00:00 AM"
"56814","129899","29/04/2021 12:00:00 AM"
"57899","141697","24/10/2023 12:00:00 AM"
"47354","129940","3/03/2021 12:00:00 AM"
"59986","1005","23/11/2005 12:00:00 AM"
"59986","101374","13/05/2016 12:00:00 AM"
"59986","57905","22/11/2012 12:00:00 AM"
"60521","126382","17/09/2020 12:00:00 AM"
"60922","0208","21/02/2008 12:00:00 AM"
"60922","0610","6/07/2010 12:00:00 AM"
"60925","0506","4/07/2006 12:00:00 AM"
"60925","0609","25/09/2009 12:00:00 AM"
"61022","0606","5/07/2006 12:00:00 AM"
"70362","123973","13/10/2020 12:00:00 AM"
"80404","124118","19/05/2020 12:00:00 AM"
"81065","140929","25/10/2023 12:00:00 AM"
"60341","1205","18/05/2006 12:00:00 AM"
"60341","57314","10/04/2013 12:00:00 AM"
"60527","0309","7/04/2009 12:00:00 AM"
"60527","0807","23/08/2007 12:00:00 AM"
"60527","104443","5/11/2015 12:00:00 AM"
"60541","0506","4/10/2006 12:00:00 AM"
"60727","0610","12/07/2010 12:00:00 AM"
"60727","0908","21/11/2008 12:00:00 AM"
"60802","50373","23/08/2010 12:00:00 AM"
"60859","0307","9/05/2007 12:00:00 AM"
"60945","0507","27/07/2007 12:00:00 AM"
"61145","129918","2/03/2021 12:00:00 AM"
"81858","141932","20/12/2023 12:00:00 AM"
"56597","142485","10/01/2024 12:00:00 AM"
"68851","140968","8/11/2023 12:00:00 AM"
"69644","141412","12/12/2023 12:00:00 AM"
"64832","49400","11/04/2011 12:00:00 AM"
"64835","0410","25/08/2010 12:00:00 AM"
"64849","0410","6/07/2010 12:00:00 AM"
"64918","0714","29/08/2014 8:20:59 AM"
"64935","49629","27/10/2010 12:00:00 AM"
"58097","0406","1/11/2006 12:00:00 AM"
"58234","0409","1/05/2009 12:00:00 AM"
"58234","1104","9/02/2005 12:00:00 AM"
"58234","57203","26/07/2012 12:00:00 AM"
"58283","0104","25/02/2004 12:00:00 AM"
"58283","57930","30/04/2013 12:00:00 AM"
"59688","129475","20/04/2021 12:00:00 AM"
"59820","0306","4/07/2006 12:00:00 AM"
"59820","1107","4/12/2007 12:00:00 AM"
"59920","0705","19/08/2005 12:00:00 AM"
"59937","0705","5/09/2005 12:00:00 AM"
"60573","0206","30/03/2006 12:00:00 AM"
"60573","0309","9/04/2009 12:00:00 AM"
"60587","0210","7/04/2010 12:00:00 AM"
"60587","0409","9/05/2009 12:00:00 AM"
"60587","0706","9/08/2006 12:00:00 AM"
"60587","142116","28/11/2023 12:00:00 AM"
"60673","0206","5/07/2006 12:00:00 AM"
"60856","0406","22/06/2006 12:00:00 AM"
"60856","0707","15/08/2007 12:00:00 AM"
"60873","0707","13/11/2007 12:00:00 AM"
"60873","101939","23/07/2015 12:00:00 AM"
"60905","0407","15/08/2007 12:00:00 AM"
"60905","54468","27/04/2012 12:00:00 AM"
"60905","56701","17/10/2014 12:00:00 AM"
"60905","129006","22/02/2021 12:00:00 AM"
"60956","101967","20/07/2015 12:00:00 AM"
"60988","0308","1/08/2008 12:00:00 AM"
"82230","129350","24/02/2021 12:00:00 AM"
"82416","141182","7/12/2023 12:00:00 AM"
"64563","48628","22/10/2012 12:00:00 AM"
"64663","0410","2/07/2010 12:00:00 AM"
"64672","0110","8/04/2010 12:00:00 AM"
"64706","49009","4/07/2011 12:00:00 AM"
"64872","0410","19/08/2010 12:00:00 AM"
"64972","0810","3/09/2010 12:00:00 AM"
"64972","0810_a","16/10/2015 12:00:00 AM"
"64995","125228","5/05/2021 12:00:00 AM"
"64995","0710","1/10/2010 12:00:00 AM"
"65038","49940","14/10/2010 12:00:00 AM"
"65038","59583","17/07/2013 12:00:00 AM"
"65204","106739","25/07/2016 12:00:00 AM"
"65204","106867","7/10/2016 12:00:00 AM"
"65204","108401","29/11/2016 12:00:00 AM"
"65304","51901","28/02/2011 12:00:00 AM"
"65533","51144","15/05/2013 12:00:00 AM"
"65665","129055","1/03/2021 12:00:00 AM"
"58011","131036","8/06/2021 12:00:00 AM"
"58220","0204","7/04/2004 12:00:00 AM"
"58243","0904","16/11/2004 12:00:00 AM"
"58277","0104","4/05/2004 12:00:00 AM"
"58377","0206","9/03/2006 12:00:00 AM"
"58377","0404","19/05/2004 12:00:00 AM"
"58377","0606","12/07/2006 12:00:00 AM"
"58990","130241","11/05/2021 12:00:00 AM"
"80046","130086","8/06/2021 12:00:00 AM"
"46043","01","16/09/1993 12:00:00 AM"
"46043","02","1/02/1994 12:00:00 AM"
"46043","0407","25/05/2007 12:00:00 AM"
"46043","142220","1/03/2024 12:00:00 AM"
"59960","0709","22/10/2009 12:00:00 AM"
"59960","0905","3/11/2005 12:00:00 AM"
"59960","54142","8/09/2011 12:00:00 AM"
"60126","0208","25/03/2008 12:00:00 AM"
"60126","0807","2/10/2007 12:00:00 AM"
"60126","58729","15/04/2013 12:00:00 AM"
"60126","125866","3/09/2020 12:00:00 AM"
"60149","0805","19/01/2006 12:00:00 AM"
"60149","129917","3/03/2021 12:00:00 AM"
"60158","0206","21/03/2006 12:00:00 AM"
"60853","0606","7/08/2006 12:00:00 AM"
"60853","57412","4/04/2013 12:00:00 AM"
"90181","127920","22/09/2021 3:36:26 PM"
"89845","131703","30/09/2021 12:00:00 AM"
"88070","120204","6/02/2020 11:05:52 AM"
"88959","123026","28/02/2020 1:48:33 PM"
"88891","122751","6/03/2020 4:59:31 PM"
"89002","123132","16/03/2020 4:13:55 PM"
"89340","124451","23/03/2020 12:00:00 AM"
"93091","142460","28/03/2024 12:00:00 AM"
"90971","130620","19/07/2021 10:30:50 AM"
"91089","130911","11/08/2021 12:00:00 AM"
"87712","142270","25/03/2024 12:00:00 AM"
"91146","131059","23/08/2021 10:21:09 AM"
"91556","132647","22/09/2021 11:17:40 AM"
"87418","130714","22/07/2021 12:00:00 AM"
"88754","123838","7/02/2020 12:00:00 AM"
"88754","123992","20/02/2020 12:00:00 AM"
"88859","122691","12/02/2020 3:26:57 PM"
"88947","122992","24/02/2020 4:48:04 PM"
"87843","119543","19/03/2020 2:11:02 PM"
"62394","105777","24/03/2016 12:00:00 AM"
"88023","120053","28/04/2020 3:06:48 PM"
"88216","128066","8/07/2021 12:00:00 AM"
"89229","124063","15/05/2020 4:37:36 PM"
"90862","130245","1/07/2021 1:16:39 PM"
"90873","130283","1/07/2021 12:00:00 AM"
"90938","130539","6/07/2021 2:23:04 PM"
"90938","131869","16/07/2021 12:00:00 AM"
"91019","130738","28/07/2021 12:13:49 PM"
"90977","130646","10/08/2021 1:32:35 PM"
"91233","131474","9/09/2021 4:03:25 PM"
"91551","132629","21/09/2021 2:32:41 PM"
"90503","129144","23/09/2021 12:22:13 PM"
"87581","128655","30/06/2021 12:00:00 AM"
"88850","131166","25/08/2021 12:00:00 AM"
"88858","122690","11/02/2020 11:58:03 AM"
"88922","122913","2/03/2020 4:54:29 PM"
"89006","123146","9/03/2020 1:31:53 PM"
"89187","123925","17/03/2020 3:11:24 PM"
"49456","129256","17/08/2021 12:00:00 AM"
"62088","124215","22/04/2020 12:00:00 AM"
"62231","0707","29/11/2007 12:00:00 AM"
"62231","125082","1/05/2020 12:00:00 AM"
"85289","141853","3/04/2024 12:00:00 AM"
"88895","131014","10/08/2021 12:00:00 AM"
"85617","120185","27/03/2020 12:00:00 AM"
"86844","130752","29/07/2021 12:00:00 AM"
"87473","123868","26/03/2020 12:00:00 AM"
"88993","123114","6/04/2020 9:05:05 AM"
"86405","115696","7/04/2020 3:13:03 PM"
"90955","130577","15/07/2021 4:48:04 PM"
"90033","127117","31/08/2021 1:33:19 PM"
"90480","129087","8/09/2021 4:11:34 PM"
"87706","131910","6/09/2021 12:00:00 AM"
"87300","132950","29/09/2021 12:00:00 AM"
"88822","131681","9/07/2021 12:00:00 AM"
"88867","122701","13/02/2020 3:29:58 PM"
"89057","123520","16/03/2020 4:34:11 PM"
"62680","1207","22/02/2008 12:00:00 AM"
"62712","1207","25/02/2008 12:00:00 AM"
"90743","132088","10/08/2021 12:00:00 AM"
"94391","142306","20/03/2024 9:41:39 AM"
"94317","142068","9/04/2024 11:54:03 AM"
"62388","0608","10/02/2009 12:00:00 AM"
"86992","139782","11/03/2024 12:00:00 AM"
"90311","132166","11/08/2021 12:00:00 AM"
"90335","130348v","10/04/2024 12:00:00 AM"
"87664","125254","18/05/2020 12:00:00 AM"
"94378","143253","19/03/2024 12:00:00 AM"
"62079","124214","22/04/2020 12:00:00 AM"
"62222","122082","21/02/2020 12:00:00 AM"
"86877","125242","14/05/2020 12:00:00 AM"
"92775","136610","22/03/2024 2:54:45 PM"
"94457","142465","4/04/2024 3:26:34 PM"
"88223","120591","9/04/2020 3:48:18 PM"
"88848","122668","17/04/2020 11:38:52 AM"
"89161","123796","23/04/2020 7:56:08 AM"
"89517","125121","7/05/2020 8:24:53 AM"
"90942","130546","14/07/2021 2:40:54 PM"
"90942","132387","30/08/2021 12:00:00 AM"
"89972","129884","30/06/2021 12:00:00 AM"
"84835","132392","30/08/2021 12:00:00 AM"
"88918","122895","21/02/2020 4:21:20 PM"
"88942","122986","2/03/2020 5:59:50 PM"
"88942","131798","1/10/2021 12:00:00 AM"
"88950","123015","5/03/2020 9:21:41 AM"
"89017","123172","17/03/2020 11:55:47 AM"
"88737","122127","23/03/2020 9:59:52 AM"
"88137","120387","1/04/2020 5:02:15 PM"
"62723","130029","18/08/2021 12:00:00 AM"
"83181","132151","4/08/2021 12:00:00 AM"
"87442","142816","27/03/2024 12:00:00 AM"
"90327","132401","30/08/2021 12:00:00 AM"
"88021","120051","28/04/2020 5:01:02 PM"
"89381","124553","5/05/2020 1:35:05 PM"
"89197","123951","6/05/2020 9:51:35 AM"
"89255","124175","7/05/2020 4:10:23 PM"
"91200","131190","1/07/2021 7:54:18 AM"
"90909","130483","2/07/2021 2:48:34 PM"
"90936","130537","13/07/2021 2:41:14 PM"
"88454","121364","30/07/2021 3:03:37 PM"
"91087","130909","11/08/2021 12:00:00 AM"
"87979","133045","29/09/2021 12:00:00 AM"
"86310","124441","24/03/2020 12:00:00 AM"
"88935","122972","2/03/2020 4:30:13 PM"
"89001","123130","5/03/2020 4:56:01 PM"
"85436","113276","6/03/2020 12:58:50 PM"
"89015","123168","9/03/2020 4:14:45 PM"
"62082","124212","7/04/2020 12:00:00 AM"
"62282","0108","2/04/2008 12:00:00 AM"
"62282","0809","7/12/2009 12:00:00 AM"
"62282","0907","18/10/2007 12:00:00 AM"
"62282","101654","26/02/2015 10:53:51 AM"
"62305","0108","1/07/2008 12:00:00 AM"
"62305","125245","15/05/2020 12:00:00 AM"
"62314","0109","18/02/2009 12:00:00 AM"
"87407","122994","3/03/2020 12:00:00 AM"
"86127","120182","3/01/2020 12:00:00 AM"
"90831","131583","5/07/2021 12:00:00 AM"
"94441","142439","5/04/2024 12:26:31 PM"
"62480","0714","29/08/2014 10:32:50 AM"
"62480","107022","16/08/2016 12:00:00 AM"
"62709","0108","16/04/2008 12:00:00 AM"
"87333","129200","16/08/2021 12:00:00 AM"
"30515","01","20/12/1996 12:00:00 AM"
"30515","0201","14/02/2001 12:00:00 AM"
"30515","0499","29/04/1999 12:00:00 AM"
"30515","0702","19/07/2002 12:00:00 AM"
"30515","1204","13/01/2005 12:00:00 AM"
"30515","50625","22/07/2011 12:00:00 AM"
"30515","54070","11/11/2011 12:00:00 AM"
"31351","0600","27/07/2000 12:00:00 AM"
"31351","0898","28/08/1998 12:00:00 AM"
"31351","1208","6/05/2009 12:00:00 AM"
"31434","1203","1/06/2004 12:00:00 AM"
"51256","132542","7/09/2021 12:00:00 AM"
"66164","52894","5/07/2012 12:00:00 AM"
"66164","131683","1/10/2021 12:00:00 AM"
"66181","52934","18/07/2011 12:00:00 AM"
"66281","53232","3/01/2012 12:00:00 AM"
"66281","56281","27/11/2013 12:00:00 AM"
"66281","59430","14/02/2014 12:00:00 AM"
"66298","108070","13/01/2017 12:00:00 AM"
"66298","53323","30/08/2011 12:00:00 AM"
"66330","53399","4/08/2011 12:00:00 AM"
"66364","53501","15/02/2012 12:00:00 AM"
"66562","101128","7/04/2015 12:00:00 AM"
"66562","53873","16/01/2012 12:00:00 AM"
"66562","56513","7/05/2012 12:00:00 AM"
"66613","53995","8/06/2012 12:00:00 AM"
"42096","02","3/04/1997 12:00:00 AM"
"42096","0299","4/02/1999 12:00:00 AM"
"45391","120937","10/03/2020 12:00:00 AM"
"63573","45968","21/03/2011 12:00:00 AM"
"63605","0109","24/02/2009 12:00:00 AM"
"63622","46075","2/02/2011 12:00:00 AM"
"63639","0209","27/07/2009 12:00:00 AM"
"63639","0909","18/01/2010 12:00:00 AM"
"64226","59303","25/11/2013 12:00:00 AM"
"64458","107319","5/08/2016 2:24:45 PM"
"64458","48407","16/03/2011 12:00:00 AM"
"64492","1109","27/04/2010 12:00:00 AM"
"80618","127349","23/09/2021 12:00:00 AM"
"89003","123133","7/04/2020 4:08:37 PM"
"88612","121823","8/04/2020 1:08:00 PM"
"90855","132284","10/08/2021 12:00:00 AM"
"90835","131579","5/07/2021 12:00:00 AM"
"90703","129842","8/07/2021 12:24:43 PM"
"90932","130531","13/07/2021 1:21:56 PM"
"90932","132309","20/08/2021 12:00:00 AM"
"91212","131222","12/08/2021 11:57:54 AM"
"91154","131076","27/08/2021 11:09:57 AM"
"91376","132017","3/09/2021 9:28:50 AM"
"91199","131187","7/09/2021 10:00:50 AM"
"86522","115953","19/02/2020 4:56:41 PM"
"88941","122985","4/03/2020 1:14:39 PM"
"85715","113906","13/03/2020 1:27:28 PM"
"89049","123501","20/03/2020 4:40:32 PM"
"89049","124604","6/04/2020 12:00:00 AM"
"49682","119788","9/04/2020 12:00:00 AM"
"61650","130572","12/07/2021 12:00:00 AM"
"62437","1007","13/01/2009 12:00:00 AM"
"62471","0310","23/08/2010 12:00:00 AM"
"62471","0508","1/09/2008 12:00:00 AM"
"62471","100613","9/04/2015 12:00:00 AM"
"62471","103758","22/09/2015 12:00:00 AM"
"62471","55089","20/06/2012 12:00:00 AM"
"62471","130883","20/07/2021 12:00:00 AM"
"62537","130896","12/08/2021 12:00:00 AM"
"62703","131531","6/07/2021 12:00:00 AM"
"62752","129497","12/08/2021 12:00:00 AM"
"83210","124263","13/05/2020 12:00:00 AM"
"54066","0601","10/07/2001 12:00:00 AM"
"68456","131514","30/09/2021 12:00:00 AM"
"64812","130619","16/07/2021 12:00:00 AM"
"65891","131565","30/09/2021 12:00:00 AM"
"40487","131487","23/09/2021 12:00:00 AM"
"40573","0408","3/12/2009 12:00:00 AM"
"40573","0507","3/12/2009 12:00:00 AM"
"41091","0802v","27/03/2024 12:00:00 AM"
"58085","0507","10/10/2007 12:00:00 AM"
"58085","0803","12/09/2003 12:00:00 AM"
"58085","102909","30/09/2015 12:00:00 AM"
"58085","1209","15/01/2010 12:00:00 AM"
"58085","61346","3/01/2014 12:00:00 AM"
"58128","1112","28/11/2012 12:00:00 AM"
"58260","0305","30/08/2005 12:00:00 AM"
"58260","0707","25/06/2008 12:00:00 AM"
"58260","1004","30/03/2005 12:00:00 AM"
"68897","59332","16/08/2013 12:00:00 AM"
"68897","62489","18/05/2015 12:00:00 AM"
"68911","59366","17/01/2014 12:00:00 AM"
"69197","60212","29/04/2015 12:00:00 AM"
"69747","61550","9/04/2014 12:00:00 AM"
"37241","0301","27/03/2001 12:00:00 AM"
"37241","0405","14/02/2006 12:00:00 AM"
"37241","0410","25/08/2010 12:00:00 AM"
"37241","0504","27/05/2004 12:00:00 AM"
"37241","1006","16/11/2006 12:00:00 AM"
"37424","0203","10/03/2003 12:00:00 AM"
"37424","1000","27/10/2000 12:00:00 AM"
"38646","0801","29/08/2001 12:00:00 AM"
"38646","1098","3/11/1998 12:00:00 AM"
"38678","0502","21/05/2002 12:00:00 AM"
"38678","0599","18/05/1999 12:00:00 AM"
"38678","50436","18/08/2011 12:00:00 AM"
"38678","57333","14/02/2013 12:00:00 AM"
"52518","139808","28/06/2023 12:00:00 AM"
"67414","55990","11/09/2015 12:00:00 AM"
"36079","01","3/07/1996 12:00:00 AM"
"36096","01","15/01/1997 12:00:00 AM"
"36096","0204","1/09/2004 12:00:00 AM"
"36096","55351","25/01/2012 12:00:00 AM"
"56620","141248","12/09/2023 12:00:00 AM"
"68905","59354","14/06/2013 12:00:00 AM"
"68937","59417","11/03/2014 12:00:00 AM"
"68937","62380","24/06/2014 12:00:00 AM"
"69054","59726","26/05/2014 12:00:00 AM"
"69086","59936","28/04/2014 12:00:00 AM"
"69103","59979","10/03/2015 12:00:00 AM"
"69186","60163","24/07/2014 12:00:00 AM"
"69203","63232","15/09/2014 12:00:00 AM"
"69237","60327","20/09/2013 12:00:00 AM"
"69269","60375","29/08/2013 12:00:00 AM"
"69286","60422","4/09/2013 12:00:00 AM"
"69624","61271","3/01/2014 12:00:00 AM"
"69707","103780","22/06/2016 12:00:00 AM"
"69707","61476","18/09/2014 12:00:00 AM"
"69724","61505","13/02/2014 12:00:00 AM"
"69790","104911","11/04/2016 12:00:00 AM"
"69790","61742","12/05/2014 12:00:00 AM"
"39774","0307","22/08/2007 12:00:00 AM"
"39823","0303","24/03/2003 12:00:00 AM"
"53935","136816","14/06/2023 12:00:00 AM"
"67437","56038","12/06/2012 12:00:00 AM"
"67480","56156","8/08/2013 12:00:00 AM"
"67712","140746","19/07/2023 12:00:00 AM"
"67803","139413","4/07/2023 12:00:00 AM"
"68273","57915","25/01/2013 12:00:00 AM"
"68373","58246","20/06/2013 12:00:00 AM"
"68573","58613","3/04/2013 12:00:00 AM"
"35615","01","28/02/1997 12:00:00 AM"
"35615","1001","6/11/2001 12:00:00 AM"
"35615","100551","9/01/2015 12:00:00 AM"
"36528","0201","5/02/2001 12:00:00 AM"
"36528","0302","10/04/2002 12:00:00 AM"
"36528","0306","29/03/2006 12:00:00 AM"
"68682","58896","29/04/2013 12:00:00 AM"
"68705","100733","25/03/2015 12:00:00 AM"
"68705","58931","7/05/2013 12:00:00 AM"
"68705","61371","13/12/2013 12:00:00 AM"
"68748","59008","23/05/2013 12:00:00 AM"
"69209","105162","21/06/2016 12:00:00 AM"
"69209","60250","4/09/2013 12:00:00 AM"
"69475","140375","3/10/2023 12:00:00 AM"
"37991","0601","19/07/2001 12:00:00 AM"
"38423","0999","15/09/1999 12:00:00 AM"
"67460","56077","4/07/2012 12:00:00 AM"
"67494","56185","6/05/2014 12:00:00 AM"
"67989","57230","1/07/2013 12:00:00 AM"
"68021","57286","27/03/2013 12:00:00 AM"
"68032","57320","24/10/2012 12:00:00 AM"
"68221","57781","5/12/2012 12:00:00 AM"
"68221","59794","31/07/2013 12:00:00 AM"
"68230","103366","31/07/2015 12:00:00 AM"
"68230","104946","4/03/2016 12:00:00 AM"
"68230","57800","30/07/2013 12:00:00 AM"
"68396","140373","13/09/2023 12:00:00 AM"
"68625","58717","9/07/2013 12:00:00 AM"
"35701","01","30/12/1996 12:00:00 AM"
"35701","0802","21/08/2002 12:00:00 AM"
"35701","100557","14/01/2015 12:00:00 AM"
"56857","139007","26/06/2023 12:00:00 AM"
"68891","59314","3/12/2013 12:00:00 AM"
"68925","59392","7/11/2013 12:00:00 AM"
"68925","61433","21/07/2014 12:00:00 AM"
"68968","59514","23/10/2013 12:00:00 AM"
"69057","139310","7/07/2023 12:00:00 AM"
"69157","60093","13/08/2013 12:00:00 AM"
"69661","61378","20/01/2014 12:00:00 AM"
"69695","61458","7/01/2014 12:00:00 AM"
"69727","61508","20/05/2014 12:00:00 AM"
"69793","61745","19/05/2014 12:00:00 AM"
