id	command	search_clause	search_clause_cont	not_clause	replace_clause	case_sensitive	must_update	Latin_name	common_name	local_name	alt_names	note_clause	crops	doit	comments	exp_cnt	chk	dummy
890	SQL	update staging2 set pathogens = 'Adult flies' WHERE pathogens='Fly'																
891	sp_update	"Fruit,Fruit and shoot borer"			Fruit and shoot borer													
892	sp_update	Giant african Snails			Giant african snail													
893	sp_update	"Grasses (wild rice,Crow grass,Crow grass,Crabgrass"			"Wild rice,Crow grass,Crow grass,Crabgrass"													
894	sp_update	Grasses for the control of wild rice			Wild rice													
895	SQL	"UPDATE Staging2 SET pathogens = REPLACE(pathogens, 'Hopper', 'hopper') WHERE pathogens like '%[^ ]Hopper%'"																
896	sp_update	Housely maggot			House fly maggot													
897	sp_update	{Ischaemum rugosum}			{Saramolla grass}			Ischaemum rugosum 										
898	sp_update	Khapra beetles			Khapra beetle													
899	sp_update	Iyptochloa grass			Red sprangletop			Leptochloa chinensis										
900	sp_update	Leaf Anthracnose fruit rot			Anthracnose leaf spot													
901	sp_update	"Looper,"			"Loopers,"													
902	sp_update	Mealy bugs through bunch spray			Mealy bugs													
903	sp_update	Odium			Powdery mildew													
904	sp_update	Panama disease}			Panama disease													
905	sp_update	Purple nutsedge grass			Nutsedge													
906	sp_update	Rice flatsedge );broadleaf weeds(Mexican primrose-willow			"Rice flatsedge,Mexican primrose-willow"													
907	sp_update	Root rot caused by Phythopthora rot			Phythopthora Root rot													
908	SQL	update staging2 set pathogens = 'Red rot' WHERE pathogens='Rot' and Crops='Sugarcane'											Sugarcane					
909	sp_update	Rust-red grain beetles			Rust-red grain beetle													
910	sp_update	Saw toothed grain beetles			Saw toothed grain beetle													
912	sp_update	Slug		Slugs	Slugs													
913	sp_update	Sour paspalum		Sour paspalum grass	Sour paspalum grass													
914	sp_update	"Stem,Late blight"		Stem blight														
915	sp_update	Stored product pests			Stored grain pests													
916	sp_update	Synedrella			Cinderella weed			Synedrella nodiflora	Cinderella weed									
917	sp_update	"Tomato,fruitworm"			Tomato fruitworm													
918	sp_update	Torch coral			{}													
919	sp_update	(colletotrichum musae )										colletotrichum musae						
920	sp_update	As adjuvant in tank combination with mancozeb 448 f for the control of sigato			Sigatoka							adjuvant for mancozeb 448						
921	sp_update	As toll disinfectant for the control ofmoko disease caused by ralstonia solanacearum			Moko disease							 tool disinfectant						
922	sp_update	As tool disinfectant for the control of (fusarium oxysporum f. spp. cubense)			Panama disease							 tool disinfectant						
923	sp_update	As tool disinfectant for the control ofmoko disease (ralstonia solanacearum )			Moko disease							 tool disinfectant						
924	sp_update	As tool disinfectant																
925	sp_update	Black sigatoka as spray advujant in combination with the standard fungicide			Black sigatoka							advujant						
926	sp_update	Black sigatoka in combination with the standard fungicides used for sigatoka control			Sigatoka							advujant						
927	sp_update	Broadleaf weeds fimbristylis milliacea(gumi)			"Broadleaf Weed,Hoorahgrass"													
928	sp_update	Brown/white backed planthopper			"Brown planthopper,White backed planthopper"													
929	sp_update	Cercospora leaf spot) drench (damping off fusarium wilt)			"Cercospora leaf spot,Damping off,Fusarium wilt"													
930	sp_update	Common cutworm (spodoptera litura )			Cutworm													
931	sp_update	Confused flour beetle flourbeetles			Confused flour beetle													
932	sp_update	Damping off (drench application.			Damping off													
933	sp_update	Diamond fruit spot caused by cercospora hayi			Diamond fruit spot							caused by cercospora hayi						
934	sp_update	For the control of scale insect			Scale insect													
935	sp_update	Grasses (Barnyard grass			"Grass,Barnyard grass"													
936	sp_update	Grasses echinochloa spp.( bayak bok)			Barnyard grass					bayak bok								
937	sp_update	Helminthosporium leaf spot leaf spot			Helminthosporium leaf spot													
938	sp_update	Helminthosporium leaf spotleaf spot			Helminthosporium leaf spot													
939	sp_update	Ischaemum rogusum sedges (			Rice flatsedge													
940	sp_update	Leaf folderMealy bugs			"Leaf folder,Mealy bugs"													
941	sp_update	Leafhopper brown planthopper			"Leafhopper,Brown planthopper"													
942	sp_update	Lesser grain beetle			Lesser grain borer													
943	sp_update	M. vaginalis			Pickerel Weed													
944	sp_update	Machinery disinfectant for the control ofmoko disease			Moko disease							disinfectant						
945	sp_update	Or wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )			"Moko disease,Bacterial wilt"													
946	sp_update	Panana diesease (fusarium oxysporum)			Panama disease													
947	sp_update	RadopholusáNematodes			Radopholus Nematodes													
948	sp_update	Red flour beetles			Red flour beetle													
949	sp_update	Rice flatSedges			Rice flatSedge													
950	sp_update	Root-knot Nematodes			Root-knotnematode													
951	sp_update	Saramolla grass)			Saramolla grass													
952	sp_update	Sedges rice flatsedge (ubod-ubod)			"Sedge,Rice flatsedge"					ubod-ubod								
953	sp_update	Seeding blight (fusarium verticilliodes)			Seeding blight				fusarium verticilliodes									
954	sp_update	Sheath blight caused by rhizostonia solani			Sheath blight							caused by rhizostonia solani						
955	sp_update	Smoky fruit		Smoky fruit disease	Smoky fruit disease													
956	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum )			"Moko disease,Bacterial wilt"							disinfectant						
957	sp_update	Tire  or wheel  for the control ofmoko disease/bacterial wilt (ralstonia solanacearum ) and			"Moko disease,Bacterial wilt"							disinfectant						
958	sp_update	"As  ,,Tool,Machinery disinfectant for the control ofmoko disease,Fusarium wilt"			"Moko disease,Fusarium wilt"							disinfectant						
959	sp_update	Wheel  for the control ofmoko disease or bacterial wilt (ralstonia solanacearum )			"Moko disease,Bacterial wilt"							disinfectant						
960	sp_update	"Grasses (wild rice,Crowfoot grass,Crowfoot grass,Crabgrass"			"Grass,Wild rice,Crowfoot grass,Crowfoot grass,Crabgrass"													
961	sp_update	"Grasses (wild rice,Barnyard grass,Broadleaf weeds,Mexican primrose-willow,Gooseweed) sedges (variable flatsedge,Rice flatsedge"			"Grass,Wild rice,Barnyard grass,Broadleaf Weed,Mexican primrose-willow,Gooseweed,Sedge,Variable flatsedge,Rice flatsedge"													
962	SQL	"UPDATE Staging2 Set pathogens = REPLACE(pathogens, ',Nematode,', ',Nematodes,') WHERE pathogens LIKE '%,Nematode,%' "																
963	SQL	UPDATE Staging2 Set pathogens = 'Nematodes' WHERE pathogens = 'Nematode'																
964	SQL	"UPDATE Staging2 Set pathogens = REPLACE(pathogens, 'Nematode,', 'Nematodes,') WHERE pathogens LIKE 'Nematode,%' "																
965	sp_update	"Barnyard grass,Barnyard grass"			Barnyard grass													
966	sp_update	Variable flatsedges			Variable flatsedge													
967	SQL	UPDATE Staging2 Set pathogens = 'Golden apple snail' WHERE pathogens= 'Apple snail'																
968	sp_update	"{As foot ,,Tool,}"			{}													
969	sp_update	"{,Cabbage moth cutworm,}"			"{,Cabbage moth,cutworm,}"													
970	sp_update	"{,worm}"			{}													
971	sp_update	{Leaf beetles}			{Leaf beetle}													
972	sp_update	"{,Ripening}"			{}													
973	sp_update	"{,Foot ,Tire ,}"			{}													
974	sp_update	"Sigatoka,Finger rot,Corn rot"			"Sigatoka,Finger rot,Corm rot"													
975	sp_update	"Stored grain pests,Paddy rice,Corn,Wheat"			Stored grain pests													
976	sp_update	Earworms			Earworm													
977	sp_update	"{,Foot ,}"			{}													
978	sp_update	"{,White grubs,}"			"{,White grub,}"													
979	sp_update	"{,Leaf,}"			"{,Leaf spot,}"													
980	sp_update	{Bacterial wilt and}			{Bacterial wilt}													
981	SQL	"UPDATE Staging2 Set pathogens='' , [uses]='wetting agent' WHERE product like '%Texsol 100%'"																
982	SQL	"UPDATE Staging2 SET      ingredient   = Replace(ingredient, 'Bac. Thur. Var. Cry1ab,Bac. Thur. Var. Vip3aa20,Bac. Thur. Var. Cry1a.105', 'Bac. Thur. Var. Cry1ab+Bac. Thur. Var. Vip3aa20+Bac. Thur. Var. Cry1a.105'  COLLATE Latin1_General_CI_AI)
WHERE ingredient LIKE '%Bac. Thur. Var. Cry1ab,Bac. Thur. Var. Vip3aa20,Bac. Thur. Var. Cry1a.105%' COLLATE Latin1_General_CI_AI"	"dient LIKE '%Bac. Thur. Var. Cry1ab,Bac. Thur. Var. Vip3aa20,Bac. Thur. Var. Cry1a.105%' COLLATE Latin1_General_CI_AI"															
983	SQL	"UPDATE Staging2 SET      [ingredient]   = Replace(ingredient, 'Bac. Thur. Var. Cry1f,Bac. Thur. Var. Cry1ab+Bac. Thur. Var. Cry2ab2', 'Bac. Thur. Var. Cry1f+Bac. Thur. Var. Cry1ab+Bac. Thur. Var. Cry2ab2'  COLLATE Latin1_General_CI_AI)
WHERE [ingredient] LIKE '%Bac. Thur. Var. Cry1f,Bac. Thur. Var. Cry1ab+Bac. Thur. Var. Cry2ab2%' COLLATE Latin1_General_CI_AI;"	"LIKE '%Bac. Thur. Var. Cry1f,Bac. Thur. Var. Cry1ab+Bac. Thur. Var. Cry2ab2%' COLLATE Latin1_General_CI_AI;"															
