id	command	search_clause	 not_clause	replace_clause	case sensitive	Latin_name	common_name	local_name	alt_names	note_clause	crops	doit	must_update	comments	exp_cnt	chk	dummy							
767	sp_update	Sigatoka disease		Sigatoka	0							1	0											
768	sp_update	Sigatoka or black sigatoka		Black sigatoka	0							1	0											
769	sp_update	"Sigatoka,rust"		"Sigatoka,Rust"	0							1	0											
770	sp_update	Sigatoka/ black leaf		Black sigatoka	0							1	0											
771	sp_update	Sigatoka/black leaf		Black sigatoka	0							1	0											
772	sp_update	Sigatoka/black sigatoka		"Sigatoka,Black sigatoka"	0							1	0											
773	sp_update	Sigatoka; diamond-fruit spot		"Sigatoka,Diamond fruit spot"	0							1	0											
774	sp_update	silk Beetle		Silk beetle	0						Corn	1	0											
775	sp_update	silkworm		Silkworm	0							1	0											
776	sp_update	slug		Slug	0							1	0											
777	sp_update	Slugs		Slug	0							1	0											
778	sp_update	smoky fruit		smoky fruit	0						Banana	1	0											
779	sp_update	Smokyfruit		smokyfruit	0						Banana	1	0											
780	sp_update	snail		Snail	0							1	0											
781	sp_update	Snails		Snail	0							1	0											
782	sp_update	sooty mold		Sooty mold	0							1	0											
783	sp_update	souring Beetle		Souring Beetle	0							1	0											
784	sp_update	{ sp.}		{ spp.}	0							1	0											
785	sp_update	SpEar rot		Spear rot	0							1	0											
786	sp_update	spider mites		Spider mite	0							1	0			Cercospora leafpineapple mold								
787	sp_update	spindletop		Spindletop	0							1	0											
788	sp_update	Spreader/Sticker			0							1	0											
789	sp_update	squash Beetle		Squash beetle	0							1	0											
790	sp_update	squash bug		Squash bug	0							1	0											
791	sp_update	Squesh Beetle		Squash beetle	0							1	0											
792	sp_update	"{ (stem, application ofMealy bug)}"			0							1	1											
793	sp_update	stem borer		Stem borer	0						Rice	1	0											
794	sp_update	"Stem,Leaf blight"		"Stem blight,Leaf blight"	0							1	0											
795	sp_update	stemborer		Stem borer	0							1	0											
796	sp_update	stem-end rot		Stem end rot	0						Mango	1	0											
797	sp_update	stenbore		Stem borer	0							1	0											
798	sp_update	stinkbug		Stink bug	0							1	0											
799	sp_update	Stored grain pests specially corn weevil		"Stored grain pests,Corn weevil"	0							1	0											
800	sp_update	Stored insect pests of milled rice		Stored  milled rice insect pests	0							1	0											
801	sp_update	"{Stored%milled rice insect pests,Paddy%wheat}"		Stored grain pests	0							1	1											
802	sp_update	Stored product pest	pests	Stored grain pests	0							1	0											
803	sp_update	"Stored product pests(Beetle,Weevils,Borer)"		"Beetles,Weevils,Borers"	0							1	0											
804	sp_update	Strawberry Leafspot		Strawberry leaf spot	0							1	0											
805	sp_update	Sugarcane borer (drench application)		Sugarcane borer	0							1	0											
806	sp_update	Surfactant on Choice 10 SC			0							1	0											
807	sp_update	Surfactant on Nomess SC 100			0							1	0											
808	sp_update	Surfactant on Yield Master SC 100			0							1	0											
809	sp_update	symphylids		Symphylid	0						Pineapple	1	0											
810	sp_update	synedrella		Synedrella	0							1	0											
811	sp_update	Termites		Termite	0							1	0											
812	sp_update	Thips		Thrips	0							1	0											
813	sp_update	thrips		Thrips	0							1	0											
814	sp_update	tip borer		Mango tip borer	0							1	0											
815	sp_update	tip hopper		tip hopper	0							1	0											
816	sp_update	tipborer		tipborer	0							1	0											
817	sp_update	tire dip			0							1	0											
818	sp_update	Tomato Fruitworm		Tomato fruitworm	0							1	0											
819	sp_update	tropic ageratum		Tropical whiteweed	0							1	0											
820	sp_update	Tropic ageratum		Tropical whiteweed	0							1	0											
821	sp_update	tubemoth		Potato tuber worm	0						Potato	1	0											
822	sp_update	tuber moth		Potato tuber worm	0							1	0											
823	sp_update	tubermoth		Potato tuber worm	0							1	0											
824	sp_update	twig borer		Twig borer	0						Mango	1	0											
825	sp_update	twig/Mango tip borer		"Mango twig borer,Mango tip borer"	0							1	0											
826	sp_update	twister	Twister disease	Twister disease	0							1	0	0 rows updated										
827	sp_update	vine rot		Botrytis vine rot	0							1	0											
828	sp_update	Web worm		Webworm	0							1	0											
829	sp_update	Webworm		Web worm	0							1	0											
830	sp_update	weevils		Weevil	0							1	0											
831	sp_update	Wet bud		Wet bud rot	0							1	0											
832	sp_update	Wet-bud		Wet bud rot	0							1	0											
833	sp_update	wheat		Wheat	0							1	0											
834	sp_update	while flies		White fly	0							1	0											
835	sp_update	white backed planthopper		White backed planthopper	0							1	0											
836	sp_update	White BackedPlanthopper		White backed planthopper	0							1	0											
837	sp_update	White flies		White fly	0							1	0											
838	sp_update	White grub		Sugarcane White grub	0							1	0											
839	sp_update	White grubs		White grub	0							1	0											
840	sp_update	white leafspot		White leaf spot	0						Pineapple	1	0											
841	sp_update	White leafspot caused by chalara (thielaviopsis ) paradoxa		White leaf spot 	0							1	0											
842	sp_update	whitebacked planthopper		White backed planthopper	0							1	0											
843	sp_update	white-backed planthopper		White backed planthopper	0							1	0											
844	sp_update	whiteflies		White fly	0							1	0											
845	sp_update	whitefly		White fly	0							1	0											
846	sp_update	Whitegrubs		Whitegrub	0							1	0											
847	sp_update	Whorl Manggot		Whorl maggot	0							1	0											
848	sp_update	"Wilt,Fruit rot"		"Pineapple Wilt,Pineapple  Fruit rot"	0							1	0											
849	sp_update	yellow sigatoka		Yellow sigatoka	0						Banana	1	0											
850	SQL	"UPDATE Staging2 Set Pathogens = Replace(pathogens, 'Beetle', 'Beetles') WHERE pathogens LIKE 'Beetle%'"			0							1	0											
851	SQL	"UPDATE <TABLE> SET pathogens = REPLACE(pathogens,'Hoppers','hopper') WHERE crops like '%Mango%' AND PATINDEX('Hopper%',pathogens) = 1"			0							1	0											
852	SQL	"UPDATE <TABLE> SET pathogens = REPLACE(pathogens,'Hopper','Mango hopper') WHERE crops like '%Mango%' AND PATINDEX('Hopper%',pathogens) = 1"			0							1	0											
853	SQL	"UPDATE <TABLE> SET pathogens = REPLACE(pathogens,'Leafhoppers','Leafhopper') WHERE crops like '%Mango%' AND PATINDEX('Leafhopper',pathogens) = 1"			0							1	0											
854	SQL	"UPDATE <TABLE> SET pathogens = REPLACE(pathogens,'Leafhoppers','leafhopper') WHERE crops like '%Mango%' AND PATINDEX('Leafhopper',pathogens) = 1"			0							1	0											
855	SQL	"UPDATE <TABLE> SET pathogens = REPLACE(pathogens,'Leafhopper','Mango leafhopper') WHERE crops like '%Mango%'"			0							1	0											
856	SQL	"UPDATE  <TABLE> SET pathogens = REPLACE(pathogens,'Mango hoppers','Mango hopper') WHERE crops like '%Mango%' AND pathogens LIKE '%Mango hoppers%'"			0							1	0											
857	SQL	"UPDATE  <TABLE> SET pathogens = REPLACE(pathogens,'Mango hopper','Mango leafhopper') WHERE crops like '%Mango%' AND pathogens LIKE '%Mango hopper%'"			0							1	0											
858	SQL	"UPDATE  <TABLE> SET pathogens = REPLACE(pathogens,'Mango,Mango Leafhopper','Mango leafhopper') WHERE crops like '%Mango%' AND pathogens LIKE '%Mango,Mango Leafhopper%'"			0							1	0											
859	SQL	"UPDATE  <TABLE> SET pathogens = REPLACE(pathogens,'Mangp Mango Leafhopper','Mango leafhopper') WHERE crops like '%Mango%' AND pathogens LIKE '%Mangp Mango Leafhopper%'"			0							1	0											
860	SQL	"UPDATE  <TABLE> SET pathogens = REPLACE(pathogens,'Mango Leafhopper','Mango leafhopper') WHERE crops like '%Mango%' AND pathogens LIKE '%Mango Leafhopper%'"			0							1	0											
861	SQL	EXEC sp_cap_first_char_of_word			0							1	0											
862	sp_update	Barnyard grass barnyard grass		Barnyard grass	0							1	0											
863	sp_update	Barnyard grass spp.		Barnyard grass	0							1	0											
864	sp_update	Barnyard grass)broadleaf weeds(primrose willow		"Barnyard grass,Broadleaf weeds,Primrose willow"	0							1	0											
865	sp_update	Cercospora leafpineapple mold		Cercospora leaf mold	0							1	0											
866	sp_update	Citrus black spot black spot		Citrus black spot	0							1	0											
867	sp_update	Citrus brown rot spot		Citrus brown rot	0							1	0											
868	sp_update	"Annual,Perennial grasses"		Grasses	0							1	0											
869	sp_update	Aphidss		Aphids	0							1	0											
870	sp_update	Aphid	Aphids	Aphids	0							1	0											
871	sp_update	Bean fly. grubs		"Bean fly,White grubs"	0							1	0											
872	sp_update	Beetless		Beetles	0							1	0											
873	sp_update	Borer)		Borer	0							1	0											
874	sp_update	Broad leaf weeds		Broadleaf weeds	0							1	0											
875	sp_update	Brodleaf weeds		Broadleaf weeds	0							1	0											
876	sp_update	Cabagge moth cutworm		"Cabagge moth,Cutworm"	0							1	0											
877	sp_update	Calopogonium		Calopo	0				Wild ground nut 			1	0											
878	sp_update	"Cassava for the control of annual,"		{}	0							1	0											
879	sp_update	Casssava for the control of		{}	0							1	0											
880	sp_update	"Corn,Earworm"		Corn earworm	0							1	0											
881	sp_update	Cotton leafworm 		"Egyptian cotton leafworm,Aphids"	0							1	0											
882	sp_update	Crowfootgrass		Crowfoot grass	0							1	0											
883	sp_update	Damping off (drenchapplication.		Damping off 	0							1	0											
884	sp_update	Damping off (pythium arrhenomanes)		Damping off 	0	Pythium arrhenomanes						1	0											
885	sp_update	Direct spray against grasses		Grasses	0							1	0											
886	sp_update	Fall armyworm(unmanned aerial system%application)		Fall armyworm	0							1	0											
887	sp_update	Fern  grass		Fern grass	0							1	0											
888	sp_update	Flea beetles		Flea beetle	0							1	0											
889	sp_update	Foot		{}	0							1	0											
890	sp_update	For the control of damping off		Damping off	0							1	0											
891	sp_update	Frog eye leaf spot		Frogeye leaf spot	0							1	0											
892	sp_update	Fruit and shoot borer/fruit borer		Fruit and shoot borer	0							1	0											
893	sp_update	Fruitlet core rot (fcr)		Fruitlet core rot	0							1	0											
894	sp_update	Fruity rot		Fruit rot	0							1	0											
895	sp_update	",Fungal,"		",Fungal pests,"	0							1	0											
896	sp_update	Fungal crown mold		Crown mold	0							1	0											
897	sp_update	Fusarium oxysporum f.sp. cubense (panama disease}		Panama disease	0							1	0											
898	sp_update	Fusarium oxysporum f.sp cubense		Panama disease	0							1	0											
899	sp_update	Golden golden apple snail		Golden apple snail	0							1	0											
900	sp_update	Golden golden apple snail (kuhol)		Golden apple snail	0							1	0											
901	sp_update	Golden snail		Golden apple snail	0							1	0											
902	sp_update	Gooseweed and		Gooseweed	0							1	0											
903	sp_update	"Grasses (wild rice,Barnyard grass,Broadleaf weeds,Primrose willow,Gooseweed) sedges (rice flatsedge,Rice flatsedge"		"Wild rice,Barnyard grass,Rice flatsedge"	0							1	0											
904	sp_update	"Grasses (barnyard grass.,Red sprangletop,Ischaemum rugosum"		"Barnyard grass,Red sprangletop,Saramolla grass"	0							1	0											
905	sp_update	"Grasses (wild rice,Crowfootgrass,Crowfoot grass,Crabgrass"		"Wild rice,Crowfoot grass,Crabgrass"	0							1	0											
906	sp_update	"Grasses for the control of wild rice,Crowfootgrass,Crowfoot grass,Crabgrass"		"Wild rice,Crowfoot grass,Crabgrass"	0							1	0											
907	sp_update	"Nematodes(radopholus,Root-knot nematode,Helicotylenchus"		"Radopholus nematode,Root-knot nematode,Helicotylenchus nematode"	0							1	0											
908	sp_update	Helminthosporiumleaf spot		Helminthosporium leaf spot	0							1	0											
909	sp_update	Heminthosporium leaf spot		Helminthosporium leaf spot	0							1	0											
910	sp_update	Heminthosporium leaf spot		Helminthosporium leaf spot	0							1	0											
911	sp_update	Hopper	Hoppers	hoppers	1							1	0											
912	sp_update	Housely maggot in animal farms		Housely maggot	0							1	0											
913	sp_update	L.octavalvis		Mexican primrose-willow	0	Ludwigia octovalvis						1	0											
914	sp_update	Ladybird beetles		Ladybird beetle	0							1	0											
915	sp_update	Late blght		Late blight	0							1	0											
916	sp_update	"Alternaria leaf spot,Leaf spot"		Alternaria leaf spot	0							1	0											
917	sp_update	Leaf banana freckle diseases		Banana freckle disease	0							1	0											
918	sp_update	Leaf banana freckle disease		Banana freckle disease	0							1	0											
919	sp_update	Leaf folder ( drone application)		Leaf folder	0							1	0											
920	sp_update	Leaf folder/cutworm		"Leaf folder,Cutworm"	0							1	0											
921	sp_update	Leaf folders		Leaf folder	0							1	0											
922	sp_update	Leaf folfder		Leaf folder	0							1	0											
923	sp_update	Leafminer andleaf folder		"Leafminer,Leaf folder"	0							1	0											
924	sp_update	Lesser grain beetles		Lesser grain beetle	0							1	0											
925	sp_update	Mango mango leafhopper		Mango leafhopper	0							1	0											
926	sp_update	Mealy bug ant		"Mealy bugs,Ants"	0							1	0											
927	sp_update	Mealy bug	Mealy bugs	Mealy bugs	0							1	0											
928	sp_update	Mealy bug through bunch spray		Mealy bugs	0							1	0											
929	sp_update	Mealy bugs; sugarcane white grub symphylid		"Mealy bugs,Sugarcane white grub,Symphylid"	0							1	0											
930	sp_update	Moko disease (raistonia solanacearum)		Moko disease	0							1	0											
931	sp_update	Nematode	Nematodes	Nematodes	0							1	0											
932	sp_update	"Nematodes(radopholus,Root-knot nematode,Helicotylenchus"		"Radopholus nematode,Root-knot nematode,Helicotylenchus nematode"	0							1	0											
933	sp_update	Open conditions		{}	0							1	0											
934	sp_update	Other annual weeds.		Annual weeds	0							1	0											
935	sp_update	Other annual weeds		Annual weeds	0							1	0											
936	sp_update	Paragrass		Para grass	0							1	0											
937	sp_update	Perennial grassesses		Perennial grasses	0							1	0											
938	sp_update	Phomopsis blight		Phoma blight	0							1	0											
939	sp_update	Phythopthora rot heart rot		"Phythopthora rot,Heart rot"	0							1	0											
940	sp_update	Phythopthora rot spp.		Phythopthora rot	0							1	0											
941	sp_update	Phytophora root		Phythopthora rot	0							1	0											
942	sp_update	Pineapple  fruit rot		Pineapple fruit rot	0							1	0											
943	sp_update	Pod borer	Bean pod borer	Bean pod borer	0							1	0											
944	sp_update	Podborer		Bean pod borer	0							1	0											
945	sp_update	"Sugarcane white grub (pre-plant,Post-plant application)"		Sugarcane white grub 	0							1	0											
946	sp_update	Potato cyst nematodes		Potato cyst nematode	0							1	0											
947	sp_update	"Black spot,Black rot,Powdery"		"Black spot,Black rot,Powdery mildew"	0							1	0											
948	sp_update	Powdery mildew mildew		Powdery mildew	0							1	0											
949	sp_update	Powdey mildew		Powdery mildew	0							1	0											
950	sp_update	Primrose willow	Mexican primrose-willow	Mexican primrose-willow	0							1	0											
951	sp_update	"Processed water coagulant,"		{}	0							1	0											
952	sp_update	Purple nutsedge grasses broadleaf weeds		"Purple nutsedge grass,Broadleaf weeds"	0							1	0											
953	sp_update	Ralstonia solanacearum - as tool disinfectant		Bacterial wilt	0	Ralstonia solanacearum			Tobacco wilt			1	0											
954	sp_update	Rice black bugs		Rice black bug	0							1	0											
955	sp_update	Rice flatsedge (payong-payong)		Rice flatsedge	0			payong-payong				1	0											
956	sp_update	Rice flatsedge );broadleaf weeds(primrose willow		"Rice flatsedge,Broadleaf weeds,Mexican primrose-willow"	0							1	0											
957	sp_update	As plant growth regulation for the flower induction and ripening		{}	0							1	0											
958	sp_update	Banana ripening		{}	0							1	0											
959	sp_update	Coffee ripening		{}	0							1	0											
960	sp_update	Mango ripening		{}	0							1	0											
961	sp_update	Pineapple flowering and ripening		{}	0							1	0											
962	sp_update	Root rot caused by phythopthora rot spp.		Root rot 	0	Phythopthora rot spp.						1	0											
963	sp_update	"Anthracnose,Scab,Rot"		"Anthracnose,Scab,Anthracnose rot"	0							1	0											
964	sp_update	",S."		{}	0							1	0											
965	sp_update	Scale insect mealy bugs		"Scale insect,Mealy bugs"	0							1	0											
966	sp_update	Scarring beetles (stem		Scarring beetle	0							1	0											
967	sp_update	Scarring beetles		Scarring beetle	0							1	0											
968	sp_update	"Sedge,Purple nutsedge grasses broadleaf weeds"		"Sedges,Purple nutsedge,Grasses,Broadleaf weeds"	0							1	0											
969	sp_update	Sedges controlled: rice flatsedge		Rice flatsedge	0							1	0											
970	sp_update	"Sedgesrice flatsedge (ubod-ubod),Rice flatsedge (payong-payong)"		Rice flatsedge	0							1	0											
971	sp_update	Septoria cercospora leaf spot		"Septoria,Cercospora leaf spot"	0							1	0											
972	sp_update	Septoria leaf and fruit spot		"Septoria leaf spot,Septoria fruit spot"	0							1	0											
973	sp_update	"Shoot,Fruit borer"		"Shoot borer,Fruit borer"	0							1	0											
974	sp_update	Sigatoka banana freckle diseases		"Sigatoka,Banana freckle disease"	0							1	0											
975	sp_update	Silk beetles		Silk beetle	0							1	0											
976	sp_update	Slug caterpillar		"Slugs,Caterpillars"	0							1	0											
977	sp_update	Smokyfruit		Smoky fruit	0							1	0											
978	sp_update	Snail	Snails	Snails	0							1	0											
979	sp_update	Souring beetles		Souring beetle	0							1	0											
980	sp_update	Sphenoclea zeylanica		Gooseweed	0				"Chickenspike,Wedgewort"			1	0											
981	sp_update	Squash beetles		Squash beetle	0							1	0											
982	sp_update	Sspider mites		Spider mites	0							1	0											
983	sp_update	Stem borerand rice bug		"Stem borer,Rice bug"	0							1	0											
984	sp_update	Stem borerr		Stem borer	0							1	0											
985	sp_update	Stored  milled rice insect pests		Stored grain pests	0							1	0											
986	sp_update	"Stored product pests(beetles,Weevil,Borer"		Stored grain pests	0							1	0											
987	sp_update	Sugarcane white grub (pre-plant		Sugarcane white grub	0							1	0											
988	sp_update	Twister disease diseas/anthracnose/stem/ bulb rot		"Twister disease,Anthracnose stem and bulb rot"	0							1	0											
989	sp_update	Use as tool disinfectant		{}	0							1	0											
990	sp_update	Weedss		Weeds	0							1	0											
991	sp_update	Wet bud rot rot		Wet bud rot	0							1	0											
992	sp_update	Wheel  /dip for the control ofmoko disease(ralstonia solanacearum)		Moko disease	0							1	0											
993	sp_update	White leaf spot caused by chalara (thielaviopsis ) paradoxa		White leaf spot 	0	Chalara paradoxa						1	0											
994	sp_update	Whori maggot		Whorl maggot	0							1	0											
995	sp_update	"Cabagge moth,Worm"		"Cabbage moth,Cabbage worm"	0							1	0											
996	sp_update	28 spotted beetles		28 spotted beetle	0							1	0											
997	sp_update	Aphidsaphids		Aphids	0							1	0											
998	sp_update	Anthracnose	Anthracnose [fr]	Anthracnose fruit rot	0							1	0											
999	SQL	"UPDATE staging2 SET pathogens='Anthracnose fruit rot,Scab' WHERE pathogens='Anthracnose,Scab,Anthracnose rot' AND crops='Mango'"		Anthracnose fruit rot	0	Colletotrichum acutatum	Ripe rot q					1	0											
1000	sp_update	Barnyard grass.		Barnyard grass	0							1	0											
1001	sp_update	Barnyard rice		Barnyard millet	0							1	0											
1002	sp_update	Anthracnose fruit rot leaf spot		Anthracnose	0						Bittergourd	1	0											
1003	sp_update	Anthracnose fruit rot stem and bulb rot		Twister	0							1	0											
1004	SQL	"update staging2 set pathogens =Replace(pathogens, 'Bacterial leaf blight', 'Bacterial blight') WHERE crops='Rice'"			0	 Xanthomonas oryzae 					Rice	1	0											
1005	sp_update	Bacterial Leaf Streak		Bacterial Blight	0	 Xanthomonas oryzae 					Rice	1	0											
1006	sp_update	"Barnyard grass,Red sprangletop,Saramolla grass sedges (rice flatsedge,Rice flatsedge );broadleaf weeds(Mexican primrose-willow"		"Barnyard grass,Red sprangletop,Saramolla grass,Rice flatsedge,Mexican primrose-willow"	0							1	0											
1007	sp_update	Bean lycaenid		Bean pod borer	0							1	0											
1008	sp_update	Brown leafHoppers		Brown leafHopper	0							1	0											
1009	sp_update	Brown planthoppers		Brown planthopper	0							1	0											
1010	sp_update	Confused flour beetles		Confused flour beetle	0							1	0											
1011	sp_update	Crown mold		Crown rot	0							1	0											
1012	sp_update	"Diamond fruit spot,Fruit spot,,Finger rot,Anthracnose fruit rot,Pitmark,Black sigatoka"		"Diamond fruit spot,Fruit spot,Finger rot,Anthracnose fruit rot,Pitmark,Black sigatoka"	0							1	0											
1013	sp_update	Early blght		Early blight	0							1	0											
1014	sp_update	"Early,Late blight"		"Early blight,Late blight"	0							1	0											
1015	SQL	UPDATE Staging2 SET pathogens = 'Fall armyworm' WHERE pathogens like '%Fall armyworm(unmanned aerial system \[uas\] application)%' ESCAPE '\'			0							1	0											
1016	sp_update	Fimbry Sedges		Fimbry Sedge	0							1	0											
1017	SQL	update staging2 set pathogens = 'Adult flies' WHERE pathogens='Fly'			0							1	0											
1018	sp_update	"Fruit,Fruit and shoot borer"		Fruit and shoot borer	0							1	0											
1019	sp_update	Giant african Snails		Giant african snail	0							1	0											
1020	SQL	"UPDATE Staging2 SET pathogens = REPLACE(pathogens, 'Golden Apple Snail%Kuhol%', 'Golden apple snail') WHERE pathogens like '%Golden Apple Snail (Kuhol)%'"			0							1	0											
1021	sp_update	"Grasses (wild rice,Crow grass,Crow grass,Crabgrass"		"Wild rice,Crow grass,Crow grass,Crabgrass"	0							1	0											
1022	sp_update	Grasses for the control of wild rice		Wild rice	0							1	0											
1023	sp_update	Green leafhoppers		Green leafhopper	0							1	0											
1024	sp_update	Helminthosporium	Helminthosporium leaf spot	Helminthosporium leaf spot	0							1	0											
1025	SQL	"UPDATE Staging2 SET pathogens = REPLACE(pathogens, 'Hopper', 'hopper') WHERE pathogens like '%[^ ]Hopper%'"			0							1	0											
1026	sp_update	Housely maggot		House fly maggot	0							1	0											
1027	sp_update	{Ischaemum rugosum}		{Saramolla grass}	0	Ischaemum rugosum 						1	0											
1028	sp_update	Khapra beetles		Khapra beetle	0							1	0											
1029	sp_update	Iyptochloa grass		Red sprangletop	0	Leptochloa chinensis						1	0											
1030	sp_update	Leaf Anthracnose fruit rot		Anthracnose leaf spot	0							1	0											
1031	sp_update	Looperss		Loopers	0							1	0											
1032	sp_update	"Looper,"		"Loopers,"	0							1	0											
1033	sp_update	",Looper"	",Loopers"	",Loopers"	0							1	0											
1034	sp_update	Mealy bugs through bunch spray		Mealy bugs	0							1	0											
1035	sp_update	Odium		Powdery mildew	0							1	0											
1036	sp_update	Panama disease}		Panama disease	0							1	0											
1037	sp_update	Purple nutsedge grass		Nutsedge	0							1	0											
1038	sp_update	Rice flatsedge );broadleaf weeds(Mexican primrose-willow		"Rice flatsedge,Mexican primrose-willow"	0							1	0											
1039	sp_update	Root rot caused by Phythopthora rot		Phythopthora Root rot	0							1	0											
1040	sp_update	Root rot caused by Phythopthora rot		Phythopthora Root rot	0							1	0											
1041	SQL	update staging2 set pathogens = 'Red rot' WHERE pathogens='Rot' and Crops='Sugarcane'			0						Sugarcane	1	0											
1042	sp_update	Rust-red grain beetles		Rust-red grain beetle	0							1	0											
1043	sp_update	Saramolla grass sedges (rice flatsedge		"Saramolla grass,Rice flatsedge"	0							1	0											
1044	sp_update	Saw toothed grain beetles		Saw toothed grain beetle	0							1	0											
1045	SQL	"update staging2 set pathogens = REPLACE(pathogens, 'Sedge', 'Sedges') WHERE pathogens not like '%Sedges%' AND  pathogens not like 'Fimbry'"	Sedges		0							1	0											
1046	sp_update	"Sedgesrice flatsedge (ubod-ubod),Rice flatsedge"		Rice flatsedge	0			ubod-ubod				1	0											
1047	sp_update	Slug	Slugs	Slugs	0							1	0											
1048	sp_update	Sour paspalum	Sour paspalum grass	Sour paspalum grass	0							1	0											
1049	sp_update	"Stem,Late blight"	Stem blight		0							1	0											
1050	sp_update	Stored product pests		Stored grain pests	0							1	0											
1051	sp_update	Synedrella		Cinderella weed	0	Synedrella nodiflora	Cinderella weed					1	0											
1052	sp_update	"Tomato,fruitworm"		Tomato fruitworm	0							1	0											
1053	sp_update	Torch coral		{}	0							1	0											
1054	sp_update	White backed planthoppers		White backed planthopper	0							1	0											
1055	sp_update	{ White grubs}		{White grubs}	0							1	0											
1056	sp_update	Mango leafhoppers		Mango leafhopper	0							1	0											
